,id,name,neighbourhood_cleansed,host_id,host_name,neighbourhood_group_cleansed,latitude,longitude,property_type,accommodates,price,minimum_nights,number_of_reviews,review_scores_rating
9736,759874136323105690,The Modern Park Side Apartment in Steglitz,Albrechtstr.,33349791,Julius,Steglitz - Zehlendorf,52.45763549999999,13.3312201,Entire rental unit,2,$74.00,30,6,5.0
9737,759982185791248235,"Beautiful, big and quite room in Berlin",Frankfurter Allee Süd FK,192455016,Marion,Friedrichshain-Kreuzberg,52.5111,13.4678,Private room in rental unit,2,$78.00,1,22,4.95
9738,760067021152067197,Schönes 1 1/2 Apartment direkt am Wasser Köpenick,Grünau,487687386,Claudia,Treptow - Köpenick,52.4265616,13.5740394,Entire rental unit,2,$95.00,7,13,4.31
9739,760108563556107857,Zimmer Nr. 1 im Süden von Berlin (Marienfelde),Marienfelde,24873313,Carola,Tempelhof - Schöneberg,52.42265,13.3669,Private room in home,1,$51.00,2,56,5.0
9740,760210084550093175,Schöne Wohnung in Kreuzberg am Landwehrkanal,Tempelhofer Vorstadt,45272822,Stanislav,Friedrichshain-Kreuzberg,52.49397312879527,13.404552803704854,Entire rental unit,7,$379.00,4,16,5.0
9741,760450853039059110,Einzelzimmer in freundlicher Haus-WG,Buchholz,163838136,Jörg,Pankow,52.60648,13.42181,Private room in home,1,,92,0,
9742,760468938208347274,Design Wohnung in Moabit,Moabit West,3419868,Diana,Mitte,52.531609644012505,13.33611675984682,Entire rental unit,1,,5,9,5.0
9743,760566068342291010,Cozy room in the heart of Berlin,Frankfurter Allee Süd FK,219878711,Janik,Friedrichshain-Kreuzberg,52.50957,13.45465,Private room in rental unit,1,$72.00,3,31,5.0
9744,760615154091943869,Bett in Berlin Zentrum mit Frühstück im Hostel,Tempelhofer Vorstadt,277288176,Grand Hostel Berlin,Friedrichshain-Kreuzberg,52.4983037,13.3844045,Shared room in hostel,4,$27.00,1,17,4.71
9745,760998305167419186,Bright + modern 2-room flat w/balcony in Neukölln,Rixdorf,200759462,Ted,Neukölln,52.47444531207767,13.451491518847382,Entire condo,4,$150.00,2,23,4.7
9746,761359027441829189,Charming quiet room in beautiful 4 room apartment,Prenzlauer Berg Süd,281614,Katja,Pankow,52.53526,13.42618,Private room in condo,1,$90.00,21,5,5.0
9747,761580026686162886,Houseboat Sadhana,Alt  Treptow,154215108,Natasha,Treptow - Köpenick,52.48751,13.4808,Boat,3,$127.00,5,18,4.83
9748,761708237440793430,De Ritz,Parkviertel,9557708,Daniel,Mitte,52.55135,13.3492,Entire rental unit,2,$84.00,92,0,
9749,761988946315532666,"Blueground | Mitte, furnished, central location",Brunnenstr. Süd,434485440,Blueground,Mitte,52.53667129999999,13.3776814,Entire rental unit,4,$150.00,90,0,
9750,762075268152747450,On the Spree over Berlin's roofs,Niederschöneweide,39617396,Rosario,Treptow - Köpenick,52.45321999999999,13.52442,Entire condo,4,$175.00,7,0,
9751,762138171200045382,Sunny apartment with a view!,Prenzlauer Berg Nordwest,410075661,Claudia,Pankow,52.54863,13.401,Entire rental unit,2,$57.00,60,4,5.0
9752,762188406363888437,Moderne seenahe Wohnung Berlin,Friedrichshagen,375719884,Julian,Treptow - Köpenick,52.45541,13.61361,Entire rental unit,1,$64.00,92,1,5.0
9753,762319944153408116,Schönes Zimmer im Altbau zentral,Osloer Straße,44710676,Rosa,Mitte,52.55853,13.37613,Private room in rental unit,2,,1,2,5.0
9754,762339330135138002,Centrally located modern apartment,Schöneberg-Nord,433197817,Irina,Tempelhof - Schöneberg,52.50337,13.34236,Entire rental unit,3,$85.00,92,0,
9755,762481535543485174,Silent & Clean,Nord 2,488154427,Colline Omarion,Reinickendorf,52.58022,13.34181,Private room in rental unit,1,$40.00,92,0,
9756,762689485684389273,Calm room in the cultural heart of Kreuzberg,nördliche Luisenstadt,18259195,Saskia,Friedrichshain-Kreuzberg,52.49828,13.42061,Private room in rental unit,2,$115.00,2,44,5.0
9757,762799749724073363,Perfect Workation with a Park View,Karl-Marx-Allee-Nord,185017496,Francesco,Friedrichshain-Kreuzberg,52.52220916404914,13.449266507934578,Entire rental unit,2,$109.00,14,2,5.0
9758,762927632307368797,"Blueground | Mitte, near Spree",Moabit West,434485440,Blueground,Mitte,52.5292081,13.3283711,Entire rental unit,2,$77.00,90,0,
9759,762927886848486296,"Blueground | Mitte, near Spree",Moabit West,434485440,Blueground,Mitte,52.5292081,13.3283711,Entire rental unit,2,$72.00,90,1,4.0
9760,762969189254032002,Bett im 4-Bett Zimmer mit Frühstück Berlin Zentrum,Reuterstraße,325537173,Grand Hostel Berlin Urban,Neukölln,52.48748,13.42572,Shared room in hostel,4,$28.00,1,1,5.0
9761,762977498218697392,Einzelzimmer mit Frühstück Berlin Zentrum im Hotel,Reuterstraße,325537173,Grand Hostel Berlin Urban,Neukölln,52.48748,13.42572,Private room in hostel,1,$58.00,1,2,5.0
9762,762983696243099284,Familienzimmer für 4 mit Bad und Frühstück,Reuterstraße,325537173,Grand Hostel Berlin Urban,Neukölln,52.48748,13.42572,Private room in hostel,4,$78.00,1,0,
9763,763446102340498557,Schönes Apartment in Charlottenburg,Otto-Suhr-Allee,3613406,Katharina,Charlottenburg-Wilm.,52.5130013,13.3163372,Entire rental unit,2,$89.00,5,6,4.83
9764,763526638845612592,Luminous Berlin Rooftop Loft,Osloer Straße,4749804,Anja,Mitte,52.55275,13.3847,Entire rental unit,3,$59.00,92,0,
9765,763531011704013096,Spacious studio apartment,Reuterstraße,172453552,Nataša,Neukölln,52.4874,13.43006,Entire rental unit,2,,3,10,4.9
9766,763551753158060734,Boxi,Frankfurter Allee Süd FK,488322988,Babak,Friedrichshain-Kreuzberg,52.51443,13.4551,Entire rental unit,4,$140.00,92,0,
9767,763695986682521907,Das pulsierende Leben Wilmersdorfer Str - Berlin,Kurfürstendamm,40671159,Frau Neumann,Charlottenburg-Wilm.,52.50423,13.30907,Private room in condo,2,$50.00,4,51,4.78
9768,764058368542453425,Historic single Mansion near City center of Berlin,Schmargendorf,488413806,Bettina,Charlottenburg-Wilm.,52.47152,13.29061,Entire home,6,$865.00,2,34,5.0
9769,764217062464966246,Privat Room in Kollwitz Kiez with balcony,Prenzlauer Berg Südwest,10270866,Jerome,Pankow,52.53808,13.41932,Private room in condo,2,$58.00,3,47,4.98
9770,764267993407598434,Familienzimmer bis 8 Personen mit Frühstück,Reuterstraße,325537173,Grand Hostel Berlin Urban,Neukölln,52.48725787195274,13.425634169311524,Private room in home,8,$101.00,1,0,
9771,764305057139406056,Live like a local on a top floor in Berlin.,Neuköllner Mitte/Zentrum,44500292,Florian,Neukölln,52.469802504078615,13.438029746923313,Private room in rental unit,2,$102.00,2,61,4.98
9772,764317076478358046,Bett im Hostel in Berlin Zentrum mit Frühstück,Tempelhofer Vorstadt,277288176,Grand Hostel Berlin,Friedrichshain-Kreuzberg,52.4983037,13.3844045,Shared room in hostel,6,$34.00,1,8,4.13
9773,764331289865594186,Studio Loft Spandau Mitte Berlin,Wilhelmstadt,443300559,Leon,Spandau,52.528848578557835,13.195437027986864,Private room in rental unit,6,$112.00,92,0,
9774,764513129286726234,Artsy 3 room apartment in Prenzlauer Berg,Prenzlauer Berg Nord,14664708,Nico,Pankow,52.55008825159939,13.420669435446865,Entire rental unit,4,,4,5,5.0
9775,764933730583629324,Bett in Berlin Zentrum im Hostel mit Frühstück,Tempelhofer Vorstadt,277288176,Grand Hostel Berlin,Friedrichshain-Kreuzberg,52.498290636890935,13.384726365081791,Shared room in hostel,8,$34.00,1,2,5.0
9776,764953915893401864,Einzelzimmer mit Frühstück Berlin Zentrum,Tempelhofer Vorstadt,277288176,Grand Hostel Berlin,Friedrichshain-Kreuzberg,52.49826451066113,13.384468873016363,Private room in bed and breakfast,1,$68.00,1,4,4.5
9777,764978494366252475,Bett in Berlin Zentrum im Hostel,Tempelhofer Vorstadt,277288176,Grand Hostel Berlin,Friedrichshain-Kreuzberg,52.4983037,13.3844045,Shared room in hostel,4,$29.00,1,33,4.48
9778,764987274601905449,Studio in Berlin,Schloß Charlottenburg,401551862,Said,Charlottenburg-Wilm.,52.5219404,13.2883804,Entire condo,3,$73.00,1,21,4.14
9779,765002548966722300,Berlin Lichterfelde West 2 SZ,Drakestr.,341494720,Sybille,Steglitz - Zehlendorf,52.43283279030975,13.311889936856677,Entire rental unit,5,$200.00,3,1,5.0
9780,765331002345742822,Room in Neukölln,Schillerpromenade,24610631,Alina,Neukölln,52.46887,13.42529,Private room in rental unit,2,,1,13,4.92
9781,765589772940538247,Cozy Stylish Apartment with LOFT bed S,Schöneberg-Nord,120054754,Sam,Tempelhof - Schöneberg,52.48867,13.3646,Entire rental unit,3,$122.00,4,67,4.9
9782,765686318332460746,Gemütliche 2 Zimmer Wohnung,Neu Lichtenberg,488709055,Katrin,Lichtenberg,52.5035,13.49322,Entire rental unit,1,$28.00,92,0,
9783,765711863586031326,Altbau Wohnung in perfekter Lage,Brunnenstr. Süd,590809,Nicola,Mitte,52.52821,13.38878,Entire rental unit,2,,5,3,4.67
9784,765934244693323994,With a view !,Prenzlauer Berg Süd,23612770,Mo,Pankow,52.54353,13.42855,Private room in rental unit,2,$250.00,1,2,5.0
9785,765995793797555200,Private Room 22qm close to Alexander Platz,Prenzlauer Berg Süd,6984164,Kristina,Pankow,52.5322244,13.4290355,Private room in rental unit,1,$89.00,6,40,4.88
9786,766749265669258886,Anna House 2 Balcony,Kurfürstendamm,488896907,Nerz,Charlottenburg-Wilm.,52.50287,13.32646,Entire rental unit,1,,45,0,
9787,767066760432215577,Zentral gelegen/Central located (Ring 41/42),Frankfurter Allee Nord,488941044,Marcella,Friedrichshain-Kreuzberg,52.52649,13.45046,Entire rental unit,2,$64.00,1,56,4.52
9788,767201543860042406,"Friedrichshain: große Wohnung, ideal für Gruppen",Frankfurter Allee Nord,177712632,Sandra,Friedrichshain-Kreuzberg,52.5238514,13.4498523,Entire rental unit,9,$355.00,3,12,4.42
9789,767210051169796893,Arbio I Home Studio in center Friedrichshain,Frankfurter Allee Süd FK,304345361,Arbio,Friedrichshain-Kreuzberg,52.51142242521099,13.456990768510693,Entire rental unit,2,$153.00,1,31,4.45
9790,767264142253006584,La Corniche Apartments Premium2,Tempelhof,258959731,La Corniche Apartments GmbH,Tempelhof - Schöneberg,52.46469,13.39518,Entire rental unit,12,$400.00,3,1,4.0
9791,767311305830939960,1 bedroom in a shared appartement in Berlin,Volkspark Wilmersdorf,23403613,Ibrahim,Charlottenburg-Wilm.,52.48248926018893,13.322862423956394,Private room in casa particular,1,$31.00,92,0,
9792,767768089881522303,Cozy Studio-Appartment,Prenzlauer Berg Nordwest,169147049,Alexander,Pankow,52.54613610820332,13.410379035231877,Entire rental unit,3,,92,1,5.0
9793,767864096949613140,2-Bett Zimmer m. Frühstück Berlin Zentral im Hotel,Reuterstraße,325537173,Grand Hostel Berlin Urban,Neukölln,52.48748,13.42572,Room in hotel,2,$68.00,1,7,4.57
9794,767873555698500633,Bett im Hostel mit Frühstück Berlin Zentrum,Reuterstraße,325537173,Grand Hostel Berlin Urban,Neukölln,52.48748,13.42572,Shared room in hostel,8,$28.00,1,1,4.0
9795,767885918860261410,Doppelzimmer in Berlin Zentrum mit Frühstück,Tempelhofer Vorstadt,277288176,Grand Hostel Berlin,Friedrichshain-Kreuzberg,52.4983037,13.3844045,Private room in hostel,2,$49.00,1,0,
9796,767960483822101850,Large Apartment w/Terrace in Prenzlauer Berg,Prenzlauer Berg Süd,41071584,Mischo,Pankow,52.53375,13.42403,Entire rental unit,2,$200.00,4,10,5.0
9797,767970865286534295,"Blueground | Charlottenburg, nr KaDeWe",Düsseldorfer Straße,434485440,Blueground,Charlottenburg-Wilm.,52.49972,13.30854,Entire rental unit,2,$74.00,90,1,5.0
9798,767971114894396092,"Blueground | Charlottenburg, nr KaDeWe",Kurfürstendamm,434485440,Blueground,Charlottenburg-Wilm.,52.50188499999999,13.3377634,Entire rental unit,4,$121.00,90,0,
9799,767972874978629678,"Blueground | Mitte, near Spree",Alexanderplatz,434485440,Blueground,Mitte,52.5112434,13.4160581,Entire rental unit,2,$75.00,90,0,
9800,768157212231743039,Holiday 33 Apartment K next to Alexanderplatz,Prenzlauer Berg Süd,172232819,Holiday 33,Pankow,52.53034,13.42452,Entire rental unit,7,$284.00,2,90,4.81
9801,768186159633946249,MONA - Flat,Drakestr.,476376980,Sergiu,Steglitz - Zehlendorf,52.44469,13.29397,Entire rental unit,4,$120.00,1,45,4.71
9802,768329029021020696,Beautiful private room in Prenzlauer Berg,Prenzlauer Berg Nord,247651074,Lucka,Pankow,52.54691,13.42746,Private room in rental unit,2,$69.00,1,47,4.85
9803,768624583316976024,2-Bettzimmer in Berlin Zentrum mit Frühstück,Tempelhofer Vorstadt,277288176,Grand Hostel Berlin,Friedrichshain-Kreuzberg,52.4983037,13.3844045,Private room in hostel,2,,1,2,3.5
9804,768846465997285672,Altbauwohnung am Viktoriapark,Tempelhofer Vorstadt,198161132,Tomasz,Friedrichshain-Kreuzberg,52.4899461,13.3770395,Entire rental unit,2,$70.00,93,0,
9805,769221250687986982,"Schöne große Dachterassenwohnung, nahe kudamm",Düsseldorfer Straße,23024691,Theresa,Charlottenburg-Wilm.,52.4985,13.32631,Entire rental unit,4,$290.00,92,0,
9806,769363125610526576,Art & Light Studio - cultural heart of Kreuzberg,südliche Luisenstadt,18259195,Saskia,Friedrichshain-Kreuzberg,52.49656,13.42158,Entire home,4,$300.00,1,2,4.5
9807,769467515967933043,Exclusive 2BD Apt w/ great views,Prenzlauer Berg Ost,134095932,Carl,Pankow,52.52664,13.45613,Entire rental unit,2,,5,1,5.0
9808,769506753988723335,120qm Sanierter Altbau,südliche Luisenstadt,9088028,Paulina,Friedrichshain-Kreuzberg,52.49677,13.42845,Entire rental unit,2,$104.00,3,6,5.0
9809,769533936886877388,Beautiful classy Berlin Altbau,Schöneberg-Nord,6565783,Tim,Tempelhof - Schöneberg,52.49458,13.35314,Entire rental unit,2,$180.00,4,8,5.0
9810,769555386571439283,Sonniges Penthouse perfekte Lage,Helmholtzplatz,2638314,Tom,Pankow,52.543571,13.4213774,Entire rental unit,7,$637.00,3,9,5.0
9811,770006783320200306,"Blueground | Charlottenburg, nr KaDeWe",Düsseldorfer Straße,434485440,Blueground,Charlottenburg-Wilm.,52.49972,13.30854,Entire rental unit,2,$75.00,90,0,
9812,770053830981930599,Bright and spacious 106m2 flat - Wedding,Osloer Straße,9316938,Noelia,Mitte,52.56158,13.38153,Entire serviced apartment,2,$89.00,3,13,4.77
9813,770251971949726084,Modern studio in Prenzlauer Berg A01,Prenzlauer Berg Nordwest,312872781,Simon,Pankow,52.55199589999999,13.4134928,Entire rental unit,2,$50.00,30,0,
9814,770310734889425158,Traumhafte Dachgeschoss Wohnung,Schöneberg-Süd,4926198,Anna,Tempelhof - Schöneberg,52.4877,13.36042,Entire condo,2,$130.00,7,3,5.0
9815,770675030819613990,Design apartment by the canal,südliche Luisenstadt,7213792,Birte,Friedrichshain-Kreuzberg,52.4953,13.42969,Entire rental unit,2,$217.00,4,0,
9816,770736918718698686,Doppelzimmer mit Frühstück Berlin Zentrum im Hotel,Reuterstraße,325537173,Grand Hostel Berlin Urban,Neukölln,52.48748,13.42572,Room in hotel,2,$68.00,1,27,4.44
9817,770747300187292001,Charmante Altbauwohnung in Neukölln,Neuköllner Mitte/Zentrum,70320543,Greta,Neukölln,52.4817128,13.4251885,Entire condo,2,$180.00,3,12,5.0
9818,770805100173574917,Bedroom in Berlin-Charlottenburg,Neue Kantstraße,128496806,Laurie,Charlottenburg-Wilm.,52.5084968547995,13.28620350218442,Private room in rental unit,2,$51.00,2,64,4.95
9819,770892121224600973,"Blueground | Charlottenburg, nr KaDeWe",Düsseldorfer Straße,434485440,Blueground,Charlottenburg-Wilm.,52.49972,13.30854,Entire rental unit,2,$79.00,90,0,
9820,770996637766393154,Himmel & Havel,Hakenfelde,489602824,Sebastian,Spandau,52.5730942,13.2234364,Room in hotel,1,$90.00,1,0,
9821,771053220605849230,Modern Studio Apartment @Schoneberg,Schöneberg-Süd,12898189,Agung And Indri,Tempelhof - Schöneberg,52.47879,13.34499,Entire rental unit,2,$40.00,92,0,
9822,771197116432990002,2.5room 75sqm flat with balcony,Baumschulenweg,106142800,Hiroo,Treptow - Köpenick,52.46636,13.48546,Entire rental unit,3,$48.00,25,2,4.5
9823,771345823505087770,Stylish Bedroom With Balcony - Central Location,Alexanderplatz,283801708,Roxanne,Mitte,52.52402,13.38386,Private room in rental unit,2,$115.00,2,58,4.88
9824,771479964306546596,Design Suite Downtown Kreuzberg,Südliche Friedrichstadt,193731690,Ludger,Friedrichshain-Kreuzberg,52.50001,13.41256,Entire rental unit,4,$149.00,2,66,4.82
9825,771647846393350366,Boxi Studios Berlin,Frankfurter Allee Süd FK,489714029,Flo,Friedrichshain-Kreuzberg,52.51235,13.45591,Entire rental unit,3,$125.00,1,30,4.2
9826,771648187434844191,Boxi Studios Berlin,Frankfurter Allee Süd FK,489714029,Flo,Friedrichshain-Kreuzberg,52.51419,13.45642,Entire rental unit,4,$134.00,1,39,4.64
9827,771648977376605594,Towering above Berlin's roofs,Moabit Ost,15570002,Fabio,Mitte,52.531358,13.3623932,Entire rental unit,2,,92,0,
9828,771649342687823471,Boxi Studios Berlin,Frankfurter Allee Süd FK,489714029,Flo,Friedrichshain-Kreuzberg,52.51289,13.45452,Entire rental unit,4,$143.00,1,112,4.46
9829,771649554456588856,Boxi Studios Berlin,Frankfurter Allee Süd FK,489714029,Flo,Friedrichshain-Kreuzberg,52.51438,13.4557,Entire rental unit,4,$143.00,1,77,4.71
9830,771675862741242014,Loft in Schöneberg (Rote Insel),Schöneberg-Süd,489725771,Patrick,Tempelhof - Schöneberg,52.48623483326056,13.36338473068848,Entire rental unit,4,$190.00,4,21,4.95
9831,771696656395240452,Kleine Studiowohnung im Kiez,Frankfurter Allee Nord,177712632,Sandra,Friedrichshain-Kreuzberg,52.52505,13.44919,Entire rental unit,3,$180.00,3,4,4.75
9832,772181616697998849,Apartment Jib,Frankfurter Allee Nord,489810892,Kianu,Friedrichshain-Kreuzberg,52.52065529999999,13.4570062,Entire rental unit,2,,1,0,
9833,772344685570530103,"Blueground | Charlottenburg, nr KaDeWe",Düsseldorfer Straße,434485440,Blueground,Charlottenburg-Wilm.,52.49972,13.30854,Entire rental unit,2,$77.00,90,1,2.0
9834,772344916244177478,"Blueground | Mitte, near Spree",Moabit West,434485440,Blueground,Mitte,52.5251173,13.3324929,Entire rental unit,2,,90,0,
9835,772477020769611556,New Designer Apartment,Kurfürstendamm,51017332,Sophie,Charlottenburg-Wilm.,52.5004478,13.3140887,Private room in rental unit,2,$300.00,3,1,5.0
9836,773058065869760296,Historical Building across Spree,Niederschöneweide,582283,Bojana,Treptow - Köpenick,52.45247,13.53919,Entire rental unit,4,$230.00,6,0,
9837,773221988247109180,In trendy area with character,Frankfurter Allee Nord,3569252,Victor,Friedrichshain-Kreuzberg,52.51535,13.46961,Entire rental unit,2,$122.00,3,44,4.95
9838,773316312483043195,Global Living: Central| Projector| Kitchen| Patio,Prenzlauer Berg Südwest,490005016,Global Living,Pankow,52.5306937,13.4068476,Entire serviced apartment,6,$213.00,2,35,4.86
9839,773673191252074397,Apartment in Berlin Mitte,Brunnenstr. Süd,82519207,Léona,Mitte,52.53081,13.39869,Entire rental unit,2,$120.00,5,8,5.0
9840,773826343300084028,Ruhepol am Tegler Fließ,West 3,6835836,Burkhard,Reinickendorf,52.6045549,13.29658990370482,Entire rental unit,2,$66.00,92,0,
9841,774545815451647072,The Luxury Orchid Home,Schöneberg-Süd,10793498,Claas,Tempelhof - Schöneberg,52.48818,13.35275,Entire rental unit,2,$320.00,2,22,5.0
9842,774619311651701334,Apartment Schillerpromenade J,Oberschöneweide,489810892,Kianu,Treptow - Köpenick,52.46354350000001,13.5177107,Entire rental unit,1,,1,2,4.5
9843,774714924973034744,Traumhafter Berliner Altbau,Brunnenstr. Nord,17677975,Christof,Mitte,52.54284,13.3712,Entire rental unit,4,,3,1,5.0
9844,774758426133303490,Group Apartment with 2 kitchens,Tiergarten Süd,10817284,Евгения,Mitte,52.50111,13.36381,Entire rental unit,14,$336.00,2,23,4.83
9845,774927620751879224,The Weinert Suites  Superior,Prenzlauer Berg Nord,100846740,Dan Redlich,Pankow,52.551899,13.4176328,Entire rental unit,4,$250.00,1,1,5.0
9846,775087069901024973,Leibniz Penthouse,Kurfürstendamm,102979040,Team Suite030,Charlottenburg-Wilm.,52.50051,13.31388,Entire rental unit,6,$500.00,92,0,
9847,775110667076292317,Bregenzer Charme,Düsseldorfer Straße,102979040,Team Suite030,Charlottenburg-Wilm.,52.49586,13.31204,Entire rental unit,5,$140.00,92,0,
9848,775110919883271295,"Blueground | Charlottenburg, nr Kurfürstendamm",Grunewald,434485440,Blueground,Charlottenburg-Wilm.,52.4828284,13.2904715,Entire rental unit,3,$92.00,90,0,
9849,775137464572453906,Bellevue.1,Tiergarten Süd,102979040,Team Suite030,Mitte,52.50989,13.37342,Entire rental unit,4,$172.00,92,2,4.5
9850,775229558438474458,Wonderful Villa in Berlin,Nord 1,8720912,Kerstin,Reinickendorf,52.62295109999999,13.3280471,Entire home,2,$180.00,3,2,5.0
9851,775239412196627660,Westside Studio Apartment,Volkspark Wilmersdorf,384556699,Aliza,Charlottenburg-Wilm.,52.48451,13.32472,Entire rental unit,2,$90.00,3,2,4.5
9852,775308179923974583,"Helles, frisches Dachgeschoss im Grünen",Bohnsdorf,5379986,Ines,Treptow - Köpenick,52.40829996228141,13.573391472986472,Entire rental unit,2,$69.00,18,9,3.89
9853,775746578094277651,Premium Apartment Kudamm,Düsseldorfer Straße,490415429,Aleksandra,Charlottenburg-Wilm.,52.49698,13.32934,Entire rental unit,4,$207.00,3,22,4.77
9854,775775481044115254,Design Apartment near Ku'damm with balcony,Kurfürstendamm,178750334,Alejandro,Charlottenburg-Wilm.,52.5001715,13.3151285,Entire rental unit,1,,2,1,5.0
9855,775853330135446234,Sonnendurchflutete Wohnung mit Terrasse,Reuterstraße,490430206,Friedrich,Neukölln,52.48712,13.44252,Entire rental unit,4,,3,3,4.33
9856,775950614323444085,Großes Zimmer nahe Ku'damm,Düsseldorfer Straße,480184,Dorgham,Charlottenburg-Wilm.,52.4999,13.30929,Private room in rental unit,2,$80.00,92,0,
9857,776018009375906773,Peaceful room with own balcony,Baumschulenweg,17787562,Raki,Treptow - Köpenick,52.4641386577068,13.482103901605234,Shared room in rental unit,1,$40.00,92,0,
9858,776176574452361493,Checkpoint Chaplin,Südliche Friedrichstadt,18783848,Lucas,Friedrichshain-Kreuzberg,52.50205131540679,13.397158873669248,Entire rental unit,2,$102.00,2,65,4.75
9859,776534801896521958,"Blueground | Friedrichshain, at Boxhagener Platz",Frankfurter Allee Süd FK,434485440,Blueground,Friedrichshain-Kreuzberg,52.5136897,13.4563407,Entire rental unit,4,$159.00,90,0,
9860,776629120799405324,Enjoy Berlin in lively Neukölln!,Reuterstraße,57174328,Franziska,Neukölln,52.48589,13.43018,Entire rental unit,2,,3,3,5.0
9861,776648141644143600,Ferienunterkunft im Tegelhaus,West 1,182558424,Favorent,Reinickendorf,52.57348,13.26901,Entire rental unit,4,$199.00,7,2,4.5
9862,776887009091683046,"Gorgeous, old-style flat",Frankfurter Allee Süd FK,50993868,Alexandros,Friedrichshain-Kreuzberg,52.5103021,13.4526051,Entire rental unit,4,,4,1,5.0
9863,777065082823470372,Loft close to Mauerpark,Prenzlauer Berg Nordwest,14036108,Diana,Pankow,52.54872902881039,13.40242814272642,Entire rental unit,5,,7,0,
9864,777241634873454671,Penthouse Apartment in Berlin,Prenzlauer Berg Südwest,25181498,Carsten,Pankow,52.5296122,13.4062557,Entire rental unit,6,$130.00,96,0,
9865,777259500116813901,Zentral gelegen nähe Mitte / near of city center,Brunnenstr. Nord,490676074,Martin,Mitte,52.5440548,13.3736342,Private room in rental unit,1,$80.00,2,40,4.98
9866,777346115714345180,Cozy Kiez Apartment,Frankfurter Allee Nord,30893953,Alex,Friedrichshain-Kreuzberg,52.52076,13.4521,Entire rental unit,4,$146.00,4,84,4.82
9867,777450691369948021,Ruhiges Wohnen am Flughafen See in Tegel,West 1,2782144,Kurt,Reinickendorf,52.5682815,13.2982281,Entire condo,2,$75.00,92,1,5.0
9868,777461224126473324,Flat to sublet in Dahlem,Zehlendorf  Nord,9885502,Valentin,Steglitz - Zehlendorf,52.45735,13.26908,Entire rental unit,3,$60.00,120,0,
9869,777464227577518716,Wohnen im Herzen von Berlin,Brunnenstr. Süd,21385625,Andrea,Mitte,52.538933,13.401995,Entire rental unit,4,$153.00,3,58,5.0
9870,777464236728859817,Dachgeschosswohnung mit großer Terrasse in Mitte,Brunnenstr. Süd,21385625,Andrea,Mitte,52.5389381,13.4018951,Entire rental unit,6,$280.00,4,9,5.0
9871,777511540596659796,3 Zi. Apartment am Leopoldplatz,Wedding Zentrum,490722788,Svetlana,Mitte,52.55081181784059,13.360331284655782,Entire rental unit,6,$219.00,1,15,4.4
9872,777910036659949560,Bed 1 - Cosy room in Hauptbahnhof heart of Berlin,Moabit Ost,366256527,Thiago,Mitte,52.52647697657975,13.364627285563486,Shared room in rental unit,1,$35.00,3,51,4.78
9873,777929243729204838,Modern Courtyard room at Auertriangle for your own,Karl-Marx-Allee-Nord,243417255,Tim,Friedrichshain-Kreuzberg,52.52079,13.44551,Entire rental unit,2,$90.00,4,44,4.91
9874,778077898729905933,Cute room next to Viktoria Park,Tempelhofer Vorstadt,43816069,Yuliya,Friedrichshain-Kreuzberg,52.48531320000001,13.3760271,Private room in rental unit,2,$43.00,7,0,
9875,778164016312293582,Central apartment near Prenzlauer Berg Mauerpark,Pankow Zentrum,23564593,Benedikta,Pankow,52.56880570666241,13.400520440725082,Entire rental unit,3,$107.00,2,23,4.83
9876,778383395126765557,Central charming 2 room apartment with Patio,Prenzlauer Berg Südwest,12836079,Maike,Pankow,52.53323,13.41888,Entire rental unit,1,$26.00,92,0,
9877,778669903405963969,Relax in Xberg,Tempelhofer Vorstadt,44617191,Yannic,Friedrichshain-Kreuzberg,52.49077754293556,13.41460268944502,Entire rental unit,4,$90.00,14,14,4.93
9878,778808739489367432,Welcoming Generous Apartment in Berlin-Kreuzberg,Tempelhofer Vorstadt,46134517,Laura,Friedrichshain-Kreuzberg,52.49054,13.39534,Entire rental unit,4,$295.00,1,70,4.64
9879,778989524827922251,Spacious loft Boxhagener/Ostkreuz *No Service fee*,Frankfurter Allee Süd FK,105487904,John,Friedrichshain-Kreuzberg,52.50894,13.47038,Entire rental unit,6,,2,10,4.8
9880,779474059941637953,Self-contained cosy flat,Schönholz/Wilhelmsruh/Rosenthal,408876041,Iulia,Pankow,52.582649,13.3818332,Entire home,4,$91.00,3,20,4.9
9881,779550385103206847,Wonderful apartment in the heart of Berlin,Alexanderplatz,16747978,Roberto,Mitte,52.52276313435737,13.384076803922651,Entire rental unit,3,$143.00,3,3,5.0
9882,779602074103899837,Lovely 4 room flat for a family,Oberschöneweide,4250920,Rolf,Treptow - Köpenick,52.46004,13.52365,Entire rental unit,4,,10,0,
9883,779769659080159281,City flat near Ku'damm/ KaDeWe,Düsseldorfer Straße,491075680,Vahdettin,Charlottenburg-Wilm.,52.498994551638546,13.336576103704818,Entire rental unit,2,$70.00,92,0,
9884,780141184520327706,Private cozy room with balcony,Prenzlauer Berg Nordwest,159955552,Tiffany,Pankow,52.55296999999999,13.40671,Private room in rental unit,2,,3,21,4.43
9885,780142533693444719,Apartment Friedrichshain,Frankfurter Allee Süd FK,232691796,Dusan,Friedrichshain-Kreuzberg,52.51215,13.45772,Entire rental unit,8,$150.00,2,21,4.9
